account_id,account_name,login_status,can_order,reason,last_updated,current_order_id,current_symbol,current_quantity,current_price,filled_quantity,exit_order_number,exit_order_type,exit_price,exit_quantity
1,Master,1,0,Order cancelled by user,2025-09-26T13:38:10.002952,25092600393220,SENSEX25O0179500PE,20.0,31.0,0,,,0.0,0
2,Child,1,0,Order cancelled by user,2025-09-26T13:38:10.027377,25092600393219,SENSEX25O0179500PE,20.0,31.0,0,,,0.0,0
